serial|name|visibility|birthday|gender|location|status|joined|job|language|blogTraffic|posts|myComments|userComments|photos|friends|following|followers|points|lastOnline
5952|BeKkiixH|Public|1992-11-20|Female|?|Single|2009-03-05|?|English and Cree|142|2|3|3|1|2|0|0|168|1437 days ago
5953|crystallynn|Public|1987-08-03|Female|?|?|2005-03-03|?|?|6384|16|8|7|2|6|0|1|240|2522 days ago
5954|cuervolee96|Public|1985-12-18|Male|Malvern|Single|2005-03-07|Retail|?|8794|94|32|39|9|15|3|1|1410|2041 days ago
5955|billshotsauceblog|Public|1962-07-26|Male|Cody|Married|2009-08-31|?|English|824|4|2|4|2|1|0|0|171|1245 days ago
5956|islander96940|Public|1986-07-17|Male|?|?|2009-08-27|?|?|595|20|3|22|38|8|0|1|436|1016 days ago
5957|kbar|Public|1970-10-29|Not Specified|?|?|2005-06-22|?|?|12120|133|522|812|0|13|0|5|1995|2399 days ago
5958|grindsman|Public|1958-08-07|Not Specified|?|?|2005-06-11|?|?|8917|31|40|40|0|6|0|0|467|1072 days ago
5959|blackholeglamorous|Public|1987-02-09|Female|?|Not Specified|2009-05-26|?|?|1148|8|4|19|3|1|5|0|274|1285 days ago
5960|davidfrank66|Public|1988-01-01|Male|?|?|2009-09-01|?|?|708|17|2|20|1|11|0|1|382|1195 days ago
5961|FAngusQQ|Public|1994-09-03|Not Specified|?|?|2010-11-03|?|?|465|10|3|6|0|3|0|0|272|901 days ago
5962|menfears|Public|1960-11-08|Male|?|?|2009-04-03|?|?|964|5|4|10|0|1|0|0|186|1291 days ago
5963|shimmerstar2|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5964|Modeltype|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5965|onewallis3405|Public|?|Female|?|Complicated|2010-05-29|?|?|135|2|7|18|4|6|0|1|158|1073 days ago
5966|sumkindabich|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5967|toddseyes|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5968|rfvaldez|Public|1970-03-18|Male|?|?|2005-03-16|?|?|1885|5|4|3|2|9|6|0|75|2501 days ago
5969|sorikorik|Public|1986-11-04|Male|?|?|2009-08-25|?|?|2184|25|8|35|12|10|0|2|541|1177 days ago
5970|NomadiClare|Public|1981-01-26|Female|Chicago|?|2005-07-06|?|?|16825|159|1049|721|33|28|1|4|2385|2400 days ago
5971|TripIncognito|Public|1962-04-21|Not Specified|?|?|2009-07-23|?|?|518|4|14|24|2|4|2|3|184|1252 days ago
5972|scooch2007|Public|1989-05-01|Female|Guatemala City|?|2009-05-09|?|English and Spanish|6189|22|7|7|24|1|0|0|474|1294 days ago
5973|stepmonster|Public|1965-12-14|Female|?|?|2005-03-16|?|?|14042|71|90|164|8|18|1|4|1065|2244 days ago
5974|Rainee|Public|1987-06-10|Female|?|?|2005-02-28|?|?|4033|15|7|10|0|7|0|1|225|2343 days ago
5975|strongbuster367|Public|1995-05-11|Female|belton|Single|2009-05-24|?|english|583|10|1|1|0|2|0|0|274|1284 days ago
5976|DeniseDelafield|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5977|chocolatecake1|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5978|protectourchildren|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5979|alangoh75|Public|1975-12-18|Male|Petaling Jaya|Single|2009-08-09|Chartered Management Accountant|english|1734|15|5|6|4|3|0|0|333|1310 days ago
5980|sassygolf|Public|1971-06-17|Female|?|?|2009-02-10|?|?|98|1|0|0|10|4|0|0|147|1461 days ago
5981|FOODAPALOOZA|Public|1985-08-07|Not Specified|?|?|2009-07-15|?|?|220|4|0|2|0|1|1|0|165|1310 days ago
5982|BoomtingXO|Public|1990-05-03|Female|Lightning Ridge|In A Relationship|2009-01-10|CSR 1|English|1095|5|0|6|3|7|0|0|219|1475 days ago
5983|sockstealer101|Public|1995-12-08|Female|?|?|2008-12-08|?|?|737|3|1|0|0|3|0|0|149|1513 days ago
5984|zoubairi02hassan|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
5985|BrianHansen|Public|1971-08-23|Male|ishoej|Single|2009-10-30|Freelance IT Consultant|English, Danish|1988|12|0|0|3|1|1|0|284|1238 days ago
5986|thewifethemomthelengend|Public|1985-12-30|Not Specified|?|Married|2009-10-13|?|?|35|3|1|0|4|2|1|0|148|1267 days ago
5987|GotTea76|Public|?|Not Specified|?|?|2010-12-18|?|?|7|0|0|0|0|1|0|0|100|923 days ago
5988|smartlikedumptruck|Public|1980-09-04|Not Specified|?|?|2010-11-29|?|English|23|7|0|0|1|3|0|0|206|937 days ago
5989|yourtrulyme|Public|1991-12-22|Female|?|other|2008-07-22|other|?|404|2|4|1|3|2|0|0|30|1600 days ago
5990|BrianWhaler|Public|1991-08-24|Male|Chico|?|2011-12-01|?|?|1394|14|4|44|5|2|0|1|360|453 days ago
5991|addykathleen|Public|?|Female|?|In A Relationship|2012-03-04|Photographer|English|151|2|0|1|1|1|0|1|132|559 days ago
5992|rgsoper1|Public|1989-04-28|Not Specified|Chico|?|2011-09-26|?|?|473|17|0|18|0|3|1|2|393|510 days ago
5993|allthingzkpop|Public|1985-12-31|Female|?|divorced|2012-02-17|?|English, Latin, Learning Korean, and Texting LOL|635|5|8|8|4|8|10|0|195|524 days ago
5994|maddkati|Public|1990-08-09|Female|?|?|2008-07-25|?|?|235|1|0|0|2|1|0|0|15|1624 days ago
5995|jcallahan|Public|?|Male|?|?|2011-09-26|?|?|1100|16|0|19|3|3|0|2|370|517 days ago
5996|markeviandjones|Public|1995-12-20|Male|Hahira|?|2013-08-13|?|?|8|0|0|0|2|2|9|0|100|148 days ago
5997|trolllolololol|Public|?|Not Specified|?|?|2012-02-27|Theroist|?|107|1|9|3|0|2|0|0|131|567 days ago
5998|AnotherLife|Public|1994-09-12|Male|?|Single|2012-01-15|?|English|382|3|21|27|0|3|3|1|172|604 days ago
5999|Alliminum40|Public|1994-03-02|Not Specified|?|?|2011-10-09|?|?|3173|8|1|21|17|10|0|2|231|654 days ago
6000|MaryUKtheScot|Public|?|Not Specified|?|?|2010-12-09|?|?|24|0|1|0|0|3|0|0|105|909 days ago
6001|carinadolce|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6002|diamondgurl54|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6003|dphagura|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6004|bellabeauty|Public|?|Not Specified|?|Single|2011-11-02|?|english|2804|10|52|62|20|4|0|1|329|630 days ago
6005|dann0925|Public|1993-03-25|Male|?|?|2012-10-25|?|?|8|0|0|0|5|1|0|0|101|380 days ago
6006|jerry1234|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6007|danathezombie|Public|1995-11-06|Female|?|?|2011-09-30|?|English|3578|34|8|27|3|5|0|5|656|78 days ago
6008|deidrajade|Public|?|Female|?|Single|2012-03-09|?|English|95|1|0|4|31|3|0|1|117|355 days ago
6009|mareesah|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6010|gainmusclesize|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6011|ICanOnlyBeMeKelsey|Public|?|Female|?|?|2012-04-19|?|?|617|2|0|2|2|7|0|0|134|527 days ago
6012|Karolinelagerberg|Public|1997-03-31|Female|?|Single|2012-08-19|?|Danish, German, English|333|5|1|1|1|2|0|0|180|419 days ago
6013|imfrankie|Public|1994-08-08|Male|?|?|2012-10-21|?|?|83|2|1|4|0|1|0|0|134|381 days ago
6014|joshuac010|Public|?|Male|Dixon|Single|2011-07-23|Cadet|English|268|1|1|3|1|2|0|1|120|742 days ago
6015|Niizhtabikgesis|Public|1996-06-06|Female|?|Single|2013-03-19|?|?|190|4|4|12|0|2|1|1|172|149 days ago
6016|inexorablefist|Public|?|Male|?|Single|2012-08-16|Cashier|English|4924|5|2|5|0|1|1|0|187|412 days ago
6017|KiaStand|Public|?|Male|?|Single|2011-10-04|?|ASL/English|971|12|20|11|4|4|0|1|319|676 days ago
6018|megrocks4|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6019|Melishaxoxo|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6020|moreal12|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6021|kylerichardson|Public|1999-01-01|Male|?|Single|2011-10-06|?|?|13|0|0|0|2|2|2|0|102|686 days ago
6022|kimhockley|Public|?|Female|?|?|2012-02-03|?|english|138|5|1|4|1|6|0|1|182|571 days ago
6023|moderncoffeebean143|Public|?|Female|?|?|2011-10-07|?|?|318|6|0|2|9|2|0|1|200|537 days ago
6024|MyAutumnNighst|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6025|spydersjunkie|Public|1974-12-21|Male|?|?|2012-08-11|?|english|2359|39|36|52|0|1|1|0|757|344 days ago
6026|paulgabrielsalvador|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6027|poohbear2796|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6028|patrickl77|Public|1996-03-08|Male|?|?|2011-11-03|?|Enlgish/French|41|0|5|0|0|24|0|0|110|664 days ago
6029|Priestyy|Public|1994-08-11|Male|?|?|2011-09-03|?|English, teenager :P|1330|7|16|35|3|3|3|1|236|434 days ago
6030|yhelmiranda|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6031|owenhyde88|Public|?|Male|?|Single|2012-05-20|?|?|41|1|3|0|3|1|0|0|121|507 days ago
6032|secretsammihappi|Public|1997-09-20|Female|?|In A Relationship|2011-09-30|?|English|886|9|17|12|1|3|3|1|284|532 days ago
6033|OhaiThereAsia|Public|1997-12-12|Female|?|divorced|2011-10-07|Photographer &amp; Artist|English|474|4|3|7|2|11|0|1|174|675 days ago
6034|staceydeluna|Public|?|Female|?|?|2011-07-08|?|?|1163|15|0|20|15|6|0|4|346|215 days ago
6035|topfails10|Public|?|Male|Izhevsk|?|2013-08-20|?|?|14|0|0|0|2|2|0|0|100|142 days ago
6036|OseiWilliam|Public|?|Male|?|?|2011-10-09|?|English|202|4|39|38|0|5|0|2|213|168 days ago
6037|tristanlikesyou|Public|1996-07-31|Not Specified|?|?|2011-11-02|?|?|143|2|12|11|1|25|0|0|152|637 days ago
6038|SICBALGUCC|Public|1996-02-17|Female|Staten Island|?|2011-11-01|?|Italian, English|1|0|0|0|0|1|0|0|100|669 days ago
6039|techbuddiesonline|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6040|LucyLuminescence|Public|?|Female|?|?|2012-09-13|?|?|140|1|0|4|0|2|0|2|116|366 days ago
6041|jillianpressman|Public|1981-09-22|Female|?|?|2012-10-14|?|?|7|0|0|0|1|3|0|0|100|389 days ago
6042|MajestanJustinTruitt|Public|1995-08-04|Male|?|?|2012-09-05|?|?|60|0|0|0|19|3|0|0|102|410 days ago
6043|mrmachentosh1|Public|1991-09-08|Not Specified|?|?|2012-09-12|?|?|18|1|0|0|0|1|0|0|115|415 days ago
6044|theTRUTHabtme|Public|1999-07-20|Not Specified|?|Single|2012-12-23|?|?|1255|9|11|18|2|5|0|1|273|236 days ago
6045|downloadmoviesonline|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6046|transformationspace|Public|1983-11-28|Male|?|?|2013-10-12|Entrepreneur|English|32|1|3|2|1|2|0|1|121|100 days ago
6047|fguillory|Public|1987-02-05|Not Specified|?|?|2012-03-03|?|?|2162|18|1|32|2|5|0|3|393|208 days ago
6048|ashbysart|Public|1988-01-05|Male|?|In A Relationship|2011-11-04|?|English|1960|9|4|10|0|16|1|2|270|334 days ago
6049|amandajones|Public|?|Female|?|?|2012-03-01|?|?|4008|20|18|39|12|14|4|5|478|336 days ago
6050|douathao|Public|1990-02-25|Male|Chico|?|2010-09-11|?|Hmong/English|1657|28|2|34|11|8|0|2|583|316 days ago
6051|gabrielarios|Public|1989-09-05|Female|?|?|2012-01-01|?|?|2410|20|15|44|86|17|1|5|470|330 days ago
6052|malloryfox|Public|1991-05-14|Not Specified|?|?|2012-05-06|?|?|594|18|1|20|0|5|0|1|408|336 days ago
6053|vanessap1|Public|1989-09-28|Female|?|?|2012-05-02|?|?|1380|18|3|29|28|5|4|3|412|336 days ago
6054|illusionary|Public|1983-12-17|Female|?|single|2008-08-11|?|?|485|2|3|5|1|8|0|0|30|1610 days ago
6055|laquinta|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6056|chasekelly1025|Public|1966-06-13|Not Specified|?|?|2012-04-12|?|?|24|2|0|0|1|1|0|0|131|535 days ago
6057|cocofireah|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6058|cherrydaan|Public|?|Female|?|?|2012-05-19|?|chinese and engliah|20|0|0|0|5|6|0|0|105|257 days ago
6059|daniellapatrick|Public|1995-05-30|Female|?|Single|2011-02-22|?|English|53|0|4|0|1|2|0|0|121|797 days ago
6060|mariobro1234567890|Public|?|Male|of|Single|2011-02-28|?|?|13|0|0|0|2|2|0|1|100|865 days ago
6061|Directioner4life|Public|?|Female|Topeka|Single|2012-12-13|?|English|316|3|9|18|7|12|0|1|168|282 days ago
6062|ItsStrength|Public|?|Female|Sitka|Single|2012-07-15|Tattoo Artist|?|2880|23|14|60|7|3|2|2|518|18 days ago
6063|onlineshoppingindia|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6064|lovesnapxox|Public|?|Female|?|Single|2013-02-09|?|English|273|4|3|6|1|1|0|0|171|284 days ago
6065|thepoetlife|Public|?|Male|?|In A Relationship|2012-12-24|Writer/Learner|English|166|7|2|4|0|3|5|2|218|310 days ago
6066|tablefor10|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6067|QianQian111|Public|1990-08-14|Female|?|?|2012-10-03|?|?|1637|25|3|34|52|7|0|3|527|216 days ago
6068|DoriGrey|Public|1977-11-19|Female|?|?|2010-09-03|?|English|499|6|30|23|0|7|0|0|235|1001 days ago
6069|Horusthelight|Public|1964-11-17|Not Specified|?|?|2010-08-26|?|?|352|7|3|11|3|9|0|1|217|1004 days ago
6070|CannabisSmoker|Public|1995-03-29|Female|?|?|2013-07-04|Tattoo Artist/ Piercer|?|131|2|3|7|8|1|0|0|141|2 days ago
6071|whoisyourdaddy|Public|?|Not Specified|?|?|2012-12-07|?|?|1172|16|0|21|29|5|1|4|447|208 days ago
6072|fightingthefreshman15|Public|1994-05-24|Female|?|In A Relationship|2012-09-16|?|?|1770|1|0|0|2|1|0|0|117|411 days ago
6073|Epicness182|Public|1997-07-28|Male|?|Single|2012-08-02|Animater|English|18|1|0|0|1|1|1|0|115|449 days ago
6074|ileanamelendezrodriguez|Public|?|Female|?|?|2012-06-05|?|?|5|0|0|0|0|1|0|0|101|417 days ago
6075|LivingandLearning|Public|?|Not Specified|?|In A Relationship|2012-09-11|Sales-Associate|?|108|1|1|4|1|1|0|0|119|414 days ago
6076|CowGirl5|Public|?|Female|?|?|2010-12-12|Kennel Assistant|?|14|1|0|0|5|1|0|0|117|924 days ago
6077|israelmedina|Public|1987-07-30|Male|?|?|2012-12-08|?|?|1027|19|1|31|2|5|0|2|445|204 days ago
6078|juanromanlozamendoza|Public|1984-08-09|Male|Yuba City|?|2012-08-02|?|Spanglish|1062|19|0|21|13|6|1|4|423|214 days ago
6079|jessejames783|Public|1996-09-12|Male|Los Angeles|?|2012-10-20|?|English|152|3|1|3|3|1|0|0|153|280 days ago
6080|FirstAngel|Public|1936-11-17|Male|?|?|2008-01-30|?|?|1186|8|8|0|0|3|0|0|120|1567 days ago
6081|ladyspain|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6082|scotthunt|Public|1991-05-24|Male|?|?|2012-08-02|?|?|1026|24|0|34|46|6|5|3|498|204 days ago
6083|fujiko|Public|1983-01-21|Female|?|single|2008-01-29|other|?|318|2|1|1|2|1|0|0|30|1766 days ago
6084|OhhhLynx|Public|1955-01-19|Female|Green Bay|divorced|2013-02-20|RETIRED -DISABLED|English|60|0|0|0|4|2|0|0|151|203 days ago
6085|knittingjunkie|Public|1967-03-08|Female|Hernando|Married|2006-12-04|Business|?|28210|248|255|466|26|40|19|4|3720|1748 days ago
6086|Rick03301|Public|1963-09-20|Male|Concord|Married|2005-03-30|?|?|9535|28|115|196|19|22|0|1|426|882 days ago
6087|AutismMommy2002|Public|?|Female|Ripon|Single|2012-08-05|Mentor for Newly Diagnosed Autis|English|223|4|9|15|31|2|0|0|174|351 days ago
6088|rachaelrocks|Public|1998-10-08|Female|?|Single|2012-10-23|?|?|2|0|0|0|2|1|0|0|100|383 days ago
6089|angieshdz|Public|1992-08-31|Female|?|?|2010-10-21|?|?|145|1|2|0|0|3|0|0|121|952 days ago
6090|chnsaleswelding|Public|1986-10-22|Female|?|?|2013-09-12|?|English|1|0|1|0|57|1|0|0|102|123 days ago
6091|hummingbirdhippy|Public|1989-12-07|Female|Dublin|Single|2006-12-23|Other|English|5236|44|29|50|3|26|0|0|664|1475 days ago
6092|hotspringsjamie|Public|1984-06-24|Female|Hotsprings|?|2012-08-15|?|United States|358|4|15|36|3|3|0|2|182|384 days ago
6093|AutumnsList|Public|?|Not Specified|Newport|?|2010-08-06|Admin|English|30|0|0|0|1|18|0|0|101|1029 days ago
6094|ambigarao|Public|1967-01-15|Female|Bayan Baru|?|2007-10-14|education|English|1546|2|0|2|0|4|0|0|34|353 days ago
6095|EverlongPink|Public|1994-06-05|Female|?|Single|2010-07-19|?|English|257|6|5|10|36|3|0|0|198|1040 days ago
6096|JuggaloLover|Public|1997-02-17|Female|Midlothian|In A Relationship|2011-06-06|paper sherder/book work|English|1556|5|6|23|1|1|3|1|193|740 days ago
6097|dragonswill|Public|1971-06-28|Male|The Coast|Married|2007-10-02|Customer Service|?|8304|69|181|139|4|12|0|1|1035|1721 days ago
6098|drchar|Public|1948-09-28|Female|drchar|?|2005-03-25|Education|?|11475|104|3|24|1|3|1|2|1566|965 days ago
6099|luxistga|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6100|karenf615|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6101|linlindanceforever|Public|1996-10-05|Female|?|Single|2010-11-20|?|?|27|8|3|6|4|4|0|0|225|942 days ago
6102|mobile-hack|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6103|oliviahw|Public|1990-06-24|Not Specified|?|In A Relationship|2010-09-02|?|?|260|9|8|21|3|3|4|0|251|994 days ago
6104|MattyMew|Public|?|Male|?|?|2011-03-12|?|?|315|1|0|2|2|4|0|0|115|856 days ago
6105|nicholgagne|Public|1978-05-04|Female|?|married|2008-02-02|consultant|?|1765|4|29|12|15|7|6|1|60|1749 days ago
6106|nena|Public|1922-12-22|Female|?|?|2008-01-23|?|?|2227|17|24|23|2|5|1|1|255|1716 days ago
6107|anchorland-angelovergara|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6108|ybgirp|Public|1908-03-02|Male|Noosa|?|2006-01-28|entertainment|?|11156|64|397|197|6|10|6|6|960|1645 days ago
6109|journalismrocks|Public|?|Female|?|?|2011-03-28|?|?|514|5|6|12|8|1|0|0|185|835 days ago
6110|alexriley1|Public|1970-10-02|Male|Twin Cities|?|2005-03-20|Health Care|?|13235|50|42|77|4|10|0|1|763|1124 days ago
6111|TRUTHISM|Public|1986-11-07|Male|?|single|2008-02-01|business|?|4148|18|5|40|35|11|8|6|270|1660 days ago
6112|selahcounseling|Public|1966-05-18|Female|Lebanon|in-a-relationship|2007-10-12|other|?|7785|44|40|58|2|8|0|4|660|1717 days ago
6113|ayoungblood|Public|1986-01-25|Female|Chico|Not Interested|2007-08-31|?|?|4247|21|16|84|7|37|1|8|329|294 days ago
6114|Twr12910|Public|?|Female|?|?|2010-12-09|?|?|0|0|0|0|0|1|0|0|100|930 days ago
6115|bobbycaw|Public|1965-06-25|Male|Glasgow|Married|2005-03-07|Design|?|57040|579|540|734|1|17|5|3|8759|125 days ago
6116|demlady11|Public|1960-04-05|Female|anywhere|Married|2006-01-14|Other|?|9892|60|158|304|1|15|0|1|900|1765 days ago
6117|amber5150|Public|1976-03-17|Female|Woodburn|In A Relationship|2007-03-07|?|?|2268|6|25|44|0|8|1|2|91|467 days ago
6118|auntiebush|Public|1947-03-23|Female|Crawfordsville|divorced|2007-12-28|nurse|?|1963|14|9|14|4|2|2|0|210|1594 days ago
6119|deepika|Public|1986-03-24|Female|Dun belong hea..|In A Relationship|2007-05-05|?|?|4128|18|12|20|7|5|0|0|270|1711 days ago
6120|ahramyoo|Public|?|Not Specified|?|?|2013-06-29|?|?|156|8|0|8|2|6|0|1|252|82 days ago
6121|elvispresley|Public|1935-01-08|Male|TIJUANA Mexico|Single|2006-09-26|?|?|4214|22|78|113|3|11|0|2|330|2005 days ago
6122|fleetjr27|Public|1977-08-27|Male|Kuala Lumpur|Not Interested|2007-12-25|Health Care|?|801|4|0|1|0|3|0|0|60|1795 days ago
6123|fortythree|Public|1979-04-30|Female|chico|Not Interested|2007-08-30|?|?|2959|15|19|48|11|30|7|2|225|1797 days ago
6124|godsblog|Public|1962-06-13|Male|chicago|Married|2007-12-09|?|?|18032|182|119|246|43|7|0|2|2730|1605 days ago
6125|GilligansIsland|Public|1977-11-23|Female|Boone|married|2005-10-04|sales|?|47482|310|2611|1991|28|23|1|5|4650|1590 days ago
6126|geekyhipster|Public|1966-05-17|Male|Chico|?|2007-08-27|education|?|4142|22|17|66|0|28|12|1|334|437 days ago
6127|ThomasProsser|Public|?|Male|?|?|2011-07-01|?|English|1720|12|0|17|10|6|0|1|303|633 days ago
6128|lostwarrior|Public|1983-11-24|Female|?|?|2007-10-31|?|?|1286|6|19|26|0|3|0|1|91|1154 days ago
6129|keytohealth|Public|1946-11-23|Male|Sandpoint|Married|2005-03-09|Nonprofit - Social S|?|2135|7|0|3|9|4|0|1|105|1855 days ago
6130|lisset|Public|1978-03-31|Female|santiago|Single|2006-05-24|?|?|15623|64|242|296|46|17|0|0|966|1050 days ago
6131|masterzotos|Public|1966-09-17|Male|Sioux Falls|Married|2007-02-13|Hotel - Hospitality|?|5710|33|133|108|2|13|0|4|495|1770 days ago
6132|newyorker|Public|1990-05-03|Female|New York City|Single|2007-12-22|?|?|1704|12|7|3|0|2|1|0|180|1684 days ago
6133|singlemom|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6134|officerreeg|Public|1987-05-25|Male|Chico|Single|2007-09-11|Other|?|1977|17|0|19|0|2|0|0|255|1798 days ago
6135|mrnothing|Public|1967-01-01|Male|contains mature content!!!!|?|2007-03-11|?|?|11379|2|693|0|0|11|0|0|30|1651 days ago
6136|Spice-Bitchy|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6137|nobodyseverperfect|Public|1980-03-17|Female|White Hall|?|2006-08-02|?|?|27414|289|1619|1374|21|21|31|6|4335|1747 days ago
6138|steelheader|Public|1922-09-16|Male|Fortuna|Not Interested|2006-07-19|?|?|11743|128|34|85|33|6|0|0|1920|1796 days ago
6139|1284danielle|Public|1990-09-30|Female|?|Complicated|2011-08-31|?|?|292|2|0|2|2|2|0|1|130|717 days ago
6140|adamtblack|Public|?|Male|Chico|?|2011-05-01|?|English|4050|17|12|44|32|8|0|5|396|635 days ago
6141|Jlewis1991|Public|1991-12-11|Male|Pikeville|?|2013-11-23|?|English|18|0|0|0|3|1|0|0|101|65 days ago
6142|astraAndromeda|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
6143|bluenile|Public|?|Male|?|Single|2011-05-29|MEDICAL DOCTOR|ENGLISH|46|0|8|0|3|1|0|0|111|714 days ago
6144|AlanahRiesel|Public|1996-03-31|Female|North Tonawandaa|Single|2011-08-22|?|Englishh|1977|10|16|37|12|8|0|2|274|688 days ago
6145|beattheheat|Public|?|Female|?|?|2012-03-26|?|English|2946|28|2|20|11|4|0|0|548|515 days ago
6146|buddybitch10|Public|1998-02-01|Male|Bendigo|?|2011-08-29|?|English|141|1|0|0|3|3|0|0|118|697 days ago
6147|hunterbigge|Public|1996-09-25|Not Specified|?|?|2012-02-01|?|?|7|0|0|0|0|1|1|0|100|594 days ago
6148|frecklies|Public|1994-03-28|Male|?|?|2011-07-22|?|?|729|12|10|6|2|1|0|0|318|650 days ago
6149|Huskydog98|Public|?|Female|Omaha|Single|2012-01-24|?|English|33|1|0|0|0|1|0|0|115|601 days ago
6150|itgetsbetter|Public|1996-01-28|Female|Council Bluffs|Single|2013-05-28|?|English|261|5|17|21|0|5|0|0|214|186 days ago
6151|jakeyboi|Public|?|Male|?|?|2013-03-13|?|English|6|0|0|0|0|1|0|0|100|270 days ago
6152|julioarmendariz|Public|?|Male|?|?|2011-06-08|?|english|10|0|0|0|0|1|0|0|101|783 days ago
6153|cutiepie|Public|?|Female|?|Married|2012-03-25|?|English|500|5|6|15|5|1|0|0|193|490 days ago
6154|narahnoo|Public|1997-01-09|Female|Sittingbourne|Single|2011-07-20|?|English|2095|6|25|27|14|8|0|1|231|672 days ago
6155|myleneadona|Public|1996-10-27|Male|?|?|2013-05-13|Traceur|Waray Waray|20|1|2|4|1|1|0|0|117|221 days ago
6156|e-creations|Public|?|Female|?|?|2011-08-24|?|English|603|4|0|5|1|1|1|1|161|717 days ago
6157|hansaniswan|Public|?|Female|?|Single|2012-05-26|?|English|346|6|2|3|5|2|0|0|207|422 days ago
6158|MelBarrett22|Public|1995-09-27|Female|Farmingdale|Single|2011-07-21|?|English|1774|7|7|5|2|3|1|0|226|710 days ago
6159|ieatbops|Public|1993-09-27|Female|?|?|2011-08-04|Sales Associate|English|1231|11|3|16|1|4|0|1|275|720 days ago
6160|latestnewsonline|Public|1982-03-17|Female|London|?|2011-10-26|?|English|8050|83|0|17|0|4|0|0|1377|624 days ago
6161|TheGabster|Public|?|Female|?|?|2011-07-22|?|?|16|0|0|0|0|1|0|0|102|745 days ago
6162|erossicone|Public|?|Not Specified|?|?|2010-10-05|?|?|2638|14|0|17|24|2|1|3|407|804 days ago
6163|18wheels|Public|1958-06-26|Male|Every City|Married|2006-08-01|Transportation|?|3400|9|34|63|0|4|0|0|135|2194 days ago
6164|sassybutterfly|Public|?|Female|N/A|Single|2011-08-26|Babysitter|English|58|0|4|0|12|4|0|0|104|705 days ago
6165|wwwpaigeduffycom|Public|1996-07-09|Female|?|Single|2012-05-24|?|english, german|1|0|0|0|1|1|0|0|100|505 days ago
6166|annieb43|Public|1959-06-28|Female|North|married|2005-04-22|design|?|3218|11|46|11|1|2|1|0|165|1769 days ago
6167|prettyboittyty|Public|?|Male|Varnado|Single|2011-09-21|?|English|40|0|0|0|4|9|0|0|103|691 days ago
6168|angeleyes1971|Public|1971-06-18|Female|Brooklyn|in-a-relationship|2006-12-02|?|?|4402|21|62|109|17|15|0|0|315|1708 days ago
6169|beadingbuddy|Public|1963-03-10|Female|Eastern|Married|2007-08-12|?|?|2945|17|52|68|4|10|4|0|255|1856 days ago
6170|dancinglady|Public|1939-07-08|Female|?|?|2006-06-29|?|?|3585|22|77|85|0|7|0|0|332|1242 days ago
6171|crissy4christ|Public|1918-09-03|Female|Obscure|Not Interested|2006-09-25|?|?|5898|39|105|108|13|8|0|0|585|1561 days ago
6172|jennywren|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
